reviewText,Positive
i like all of the angry birds games i did not do space or the star wars ones yet i like to a lot and a lot of fun too,1
"Great fun. Hooked me immediately. Love the sounds. Looking forward to catching up with 5-year-old great-grandson, if he lets me!",1
I have actually not even played this game yet but I am sure I will like it. I downloaded this game for my niece so she could play it and she loved it.,1
Great game.  Love playing it and it's a chanllenge.  You can't go wrong with playing Angry Birds.  I would recommend this game to anyone.,1
"I chose my rating, for this is a favorite of my grandchildren. I believe they want grandma to try it out, so I Will.",1
This is one of my son's favorite games to play and he loves it. Really like that I could download this one,1
Who could live without Angry Birds.  My kids love the app and so does my husband.  A must have for the family.,1
"All the versions for Angry Birds are awesome, but this one is my son's favorite.  It's more simple and easier for him to use.",1
"I had never played this game until my son downloaded it onto my Kindle Fire.  It's not hard to get the hang of, and can be addictive with continued use.",1
"makes me laugh, and my grand-daughter was watching me and she was laughing i love laughing with my grand-children when i'm stressed i play so i can laugh some more",1
I like this game because I get to judge how far the birds can go to knock down the pigs' castle.  The graphics are awesome because the birds appear to be mad at the pigs.  Fun for all ages!,1
"This is the first Angry Birds I played and I was hooked from the beginning.  As a matter of fact, my husband was laughing at me because he had bought me a tablet with a lot of great functions but I was spending most of my time playing this game.  I then ",1
"Grandson loves it, plays it all the times can't wait to get to it when he gets here and yells",1
Hands down the most frustrating game ever! But I'll be darned if I don't spend hours playing this thing! The laws of physics and gravity are completely thrown out the window but just aim a little higher and mass destruction! Awesome!,1
It is a fun and great game to play! It is also one of the first games I got on my kindle fire and I have enjoyed it very much!!,1
Cool game. Very addictive. Angry Birds Free is an awsome game. I would highly reccomend it to my friends and family!,1
How can you not like these games. Very challenging and vey addictive. Dam all those piggies. Great way to spend some time.,1
"This game is somewhat uncool or stupid, but VERY addicting. I've been playing this for as long as I can remember and really don't have anything bad to say about it",1
"Reviewing as a family. Three and half year old son loves it. Sevin year old loves it. It runs on both my Polaroid tablet (I am not a fan, our son occasionally plays because he has a Vtech Innotab) and our daughters Nabi2. Is great on the Nabi because it ",1
We put this on my daughter's Nabi Jr and my husband will take it from her when she's not looking and play this for hours. He absolutely loves it.,1
Great for the whole family.  Its chaellenging. You never want to put it down.  I have been playing every day since i got it,1
"Fun to play, lots of levels.  Even the grandkids play it.  No instructions needed to start but do need to figure out the different functions the birds can do.",1
love all the angry bird products that i can get foripod and kindle.would highly recommend to people to try,1
inhabitants the free software movement in your life of the explorer and I don't have to get to the complete list,1
Fun game. Easy to use and takes patience. Kids love it. Hope more games come out like it. I recommend this game.,1
My daughter plays this game all of the time and is continuously laughing her head off!  I highly recommend this game if you really want a good laugh!,1
Runs great on my kindle fire. I love angry birds. The games always give me something to do. Although some of the games can be very hard.,1
This was the first game my kids downloaded to my Kindle Fire and it remains a favorite nearly a year later.,1
"OMG, my son would play this 24/7 if I didn't take it away from him. He loves this game. It is fun just watching him play it because he has so much fun with it!",1
How can you go wrong with an app that lets you break buildings with a sling shot. Love the app.,1
"its a wonderful game but with so little levels (relatively speaking) that I issue you a challenge, beat all the levels first with your fingers, then restart the game and use your nose, after you win that use your feet to play, there is another way to do ",1
This is a fun little game to play! Came in handy during boring waits at airports and while on vacation. VERY addictive!,1
My son and husband love this app. It looks great on the kindle and the size of the screen makes it awesome,1
My daughter loves the game cant stop playing it.. it can be a little addictive I have started to play it as well..,1
"By boys promised I would like  Angry Birds, and thy are right .It's A very fun game It's hard to put down once you get started.and  easy to lose track of time when your playing.best game ever",1
"You and your kids will love this game! Throwing those angry birds around becomes very addictive, and will make you keep coming back for more! :)",1
I love angry birds.  One of my favourite games.  It takes skill and patience.  I recommend this game for anybody to play.,1
I have become addict to Angry Birds and Love to achieve more awards and levels and kill those little pigs!,1
"This game was the reason for my purchase of the additional series that I currently have on my Nook. My grandson was especially intrigued by the game and actually taught me how to play it. While it may keep the kids free and quiet, it is not mindless in t",1
of course the best.  We have it on the phones for the grandson.  He has been using the  game since 4 years old,1
Love playing Angry Birds. LOVE throwing the little critters! Hate when the survivors laugh at me for not hitting them! =),1
"Who doesn't like angry birds? It's free and after you finish each episode, the next challenge is to do them all perfectly. It's harder than you might think.",1
"It's fun and free, what's not to love about a fun and free app. I got this on the kids' tablets so they'd stop asking for my iphone.",1
I definitely recommend this app. Angry birds is fun and entertaining for all ages. My father bought me a Kindle for Christmas and ended up playing Angry Birds for an hour that night! Always fun.,1
Does this game &#34;really&#34; need a rating? The game is and has always been an exciting and fun game. There is only one thing that could possibly make Angry Birds better and that is to play life size(we've done that too).,1
Original game so its a good game but the newer versions are amazing and more fun and interesting plus i like that you can hit more than pigs to get points,1
Everyone loves playing this game. good for any age too. Even the little ones can do it. Good for car rides.,1
"I got hooked on this game and I love that it has many levels, so I don't get bored. Great App",1
"This is a fun game that has challenges, especially if you don't buy any power ups.  I have completed all levels and am now going back and trying to get all levels to highest score.. 3 stars or more.  It hasn't been easy.  this is a very time-consuming an",1
I saw it when I first got my Kindle but did'nt get it cause I don't think I care much for games.  Visited the grandkids over Christmas. They had gotten a new Kindle Fire and introduced me the Angry Birds.  I'm having such a good time with it.  I'm so gla,1
The game that started it all it is amazing it's fun and addicting+ if you didn't have this you wouldn't have the space game buy it now!,1
I could play this game for hours on end. It's challenging enough to keep me trying! It's great for hand/eye coordination too.,1
i like playing it and trying to bet my own score it keeps me going and going so whats not to like,1
"This is the normal version, but very fun to play. Kids love it, and it is also addictive if you play too much.",1
"This app is listed as free but it gives you a free sample of the game.  If you want the full game you need to purchase it.  This fine, but don't say it's free.",0
"I just can't play the game. everyone was having fun with it, but I just couldn't get the hang of it.",0
I love to play angry birds.  I'm not a big game player but love Angry Birds.  It is easy and fun!!,1
"I am terrified of real birds, but Love the Angry Birds!  Sometimes, you just have to keep trying a level till you get it right!  Always go back for the 3 stars if you don't get them right away!",1
My husband love this game but I do not have the patience for it. He plays this game more than he talks to me.,1
Can' t stop playing!  Its nice to be able to . go back and play different levels over and over again.,1
"OMG!  I can't tear myself away from playing this game. Try as I might, I have a hard time helping those little birds take out the pigs! I can't seem to play just one game. If i don't score and score big, I redo the game over and over till I do. Then i ke",1
I play this on FB almost everyday. You have to use strategy to figure out how to improve your score. Love mind games,1
Great way to spend some down time and do something fun. Silly as it may be.... I really do enjoy it!,1
"I think angry birds is a great game. When I want to watch Tv I just let them play it then I sneak away.don't bother getting the one worth 99cents. I mean, they are just ads its not like they can destroy the world. it is fun yet challenging.it relaxes my ",1
"I cannot get it on my kindle which is where it was supposed to go, showed up on my daughter's Kindle and it's enjoyable.  Still trying to figure why unable to get on mine.",1
"it is a great gift, not educational unless you need to learn consequences (ha ha) my son and I love it. Free equals awesome, if it's really good!good ...awesome really fun awesomely great!",1
The Grandkids play this.  I can't get anywhere in games that require any skill.  They like it...I'll stick with word games and cards.,1
Amazing I never knew how fun this was til my grandson started playing now I play it all the time....fun,1
"they love it always wanting to play ,teachs them skills and they have killed each other when playing they actually share",1
grandkids downloaded it so I havent tried it  as of yet but I will. when I do am sure that I will love it,1
I can play this for hours.  It is a lot of fun.  I wasn't aware of what the birds could do though until someone showed me.,1
It is a lot of fun the kids really enjoy this game they say it is a little different than the other games they play,1
Great game...it amuses me for quite a long time and enjoy trying to get through all the boards.  Have gotten other angry birds games.,1
I finally found out why everyone is playing Angry Birds.  It is a very fun and slightly addictive game.  I like the many different levels.,1
"Never thought I'd get addicted to this game. In fact, my 4 year is addicted to this game. It's fun and challenging at the same time.",1
I love playing this game and still play it to this day. My only issue is that it is getting too difficult to pass.,1
All I know is that my kids love these birds the kindle version is great and mobile love this and suggest for all families.,1
1st I have to uninstall in order to get the new update. Now it crashes everytime I try to do any of the older levels. Rovio this is BS!!!!!!,0
I decided to get this app to learn why everyone kept talking about it. It's simple - it's fun and a bit of a mind bender. Just challenging enough to keep you occupied while you laugh at the set-ups. Good time.,1
"Amazing game! if you've never played Angry Birds before, start here!Its the new Pacman for sure!Great for kids, teens, and the elderly!",1
For those days you have to wait or try to keep your tongue this is the game.  I thought it was just for kids but no!!!  This is great and gets better and better the farther you go.  A must for folks that like to challenge their minds.,1
Several levels. So it is fun for all of us. I can get lost for hours playing this one. Makes one think about angles and things to win. Now I know why all the kids are love Angry Birds.,1
"Had been hearing for ages and ages about Angry Birds and thought to give it a try with the free app for Kindle.  IMMEDIATELY sucked in, my oldest 2 daughters (7 and 4) like to play it as a treat when school work, chores, etc. are done for the afternoon. ",1
"Okay, this is by far the best you can get from a free game. This has about ten or more stages with about 30 levels on each,so we are talking about 300 or 400 levels - no joke! This game also comes with like 20 mini episodes ( also totally free) that you ",1
"This game is too much fun not to have.  I haven't had any problems with the App at all.  A challenging game for sure, but it is fun and funny. I had to go online to find out what each bird does but that was not an issue.",1
Got this app for my new Kindle Fire HD.  Had the app previously on my android phone.  This is so much better. Graphics looks great.  Havent played much b/c my hubby is addicted. LOL,1
"The last level on the newest stage is so hard that it can very close to rage quit, bui still like the entire game.",1
"This is another game that I usually play on my phone and having it on my kindle fire is great.  It's a great game to fill waiting times in restaurants, airports, etc or during commercials at home.",1
This game is addicting.  You just want those bird to get all of the pigs.  I could play this for hours.,1
This game has no problems now you know theirs very very very very hoo  ads take me you will love it I this bored when I finished the game with all stars cause possibly angry birds is possible.,1
So many birds! So many levels! It's a really great deal! If I were you I would have bought it! It's really cool! And I'm not just saying that because the birds are cool! I hope you enjoy it.,1
"Definitely addictive.  Once you get past the first couple of levels, it gets more challenging.  sometimes frustrating!  I think if yu are an engineer or studied physics, you would do well at this game!  Fun--especially passing the time waiting in the doc",1
the younger kids like it alot,1
"It's so much fun, my husband and I  play it together.I don't care for the war games etc. but I love the simple little birds and piggies.",1
Who doesnt love angry birds.... The game is fun and challenging.  Provides many levels which get harder and harder... So much fun it becomes addicting,1
"This is one of the few games I added to my Kindle. It took me a while to figure it out, then I couldn't put it down.  I am still learning about tricks of the game from fellow bird followers.",1
"This is a fun game to play.  Since it was an app, it downloaded quicly and was readily available for play.",1
My two younger grandchildren and their cousins loved this game and play it all the time. I would recommend it .,1
Can't beat this one. Frustrating but entertaining at the same time. Could not download this one. Fun for all ages!,1
Bought my new Kindle Fire and love love the option to play angry birds. Love my Kindle! Highly recommend getting one.,1
"I have all the Angry Bird versions and I love all of them, my 7, 8 and 9 year old kids also like playing it.",1
I have had many hours of fun playing this version of Angry Birds.  It has many levels and a lot of challenges,1
"The best game program ever made as far as I'm concerned, don't need a PHD from Harvard to play it.",1
What can I say? We love Angry Birds. Prefer the apps with no ads of course. Not that expensive for hours of fun.,1
"This game is addicting, so much fun.  I love it and would recommend it to anyone.  Challenging with lots of levels",1
"Angry Birds - This is one of my favorite games. My grandson has this game on his cell phone and he thought I wasn't ever going to give his phone back. HA,HA, HA. This game can be quite addicting.",1
This is sooooo addictive!  My husband and I fight over the game.  He has stayed up all night playing it.,1
me and the kids love this and play it everywhere waiting for our food while i'm shopping its a must have to keep everyone busy,1
This game has been played the most of any game I have downloaded. Responsive and works well. Nice game to pass time.,1
have loved angry birds sinse it first came out. It is a great app for kids and adults. definitely an addictive game,1
"Everybody in the house plays this game and as most people know, it's very addicting. No one wants to allow those green pigs to win ! LOL.",1
I can&acute;t stop playing it but my sister loves mattybraps he is a good singer OMG how old is he like 8 or9,1
Yah that's right who doesn't like Angry Birds. Plus it's free. This is a time consuming game in which the player is sucked into a battle VS the green piggie monsters. We the angry birds must destroy the pigs to retrieve are beautiful eggs. If we don't wh,1
Got this as a Gift Item for my son on his Kindle Fire. He picked this out. Downloaded easy and works good.,1
i love this game i love angry birds i love all angry bird game out there a new one i get it,1
those pigs have to be eliminated!! we play this game over and over and over and over and over again.,1
Great time waster. but sometimes a little slower than I'd like.  My husband plays more than I do. But we enjoy it.,1
My daughter loves playing this game. She'll sit with her grandpa and both bond together while playing this game. Love that it brings them together.,1
"I keep this app on all my devices, for me and if my grand kids are here or I need to entertain a child while in doctors office etc.This game can keep any child entertained from 4 - 104.",1
This game is such fun!!  It can keep you busy for hours if you want.  My grandchildren think its the best and you can't beat free!!!,1
I love this game!!! Its so fun!  Night night night night night night night night night night night night n n n n n n NIGHT!!!!!!!! I love Spongebob &lt;3,1
A fun game without having to put very much thought into it.  Who doesn't like Angry Birds?  It's a good game to just relax & play.,1
Addictive!!  I really wish Amazon would not make you right an entire paragraph when providing feedback.  Sometimes just a few words can get the point across.,1
who dosent love the birds it was free on my kindle I am a truck driver so when im sitting waiting to get unloaded I play with the kindle the birds are my fave.,1
I love unlocking bonus levels. I also love graphics and cute puns. It's loads of fun and addictive in a good way. I beat all levels but have not got all stars :P:D 100% recommendationFavorite bird: bomb bird.,1
"So much fun, and so addicting. Yes, the craze got *too* big when Angry Birds showed up on pillows and socks and underwear, but this is still a great time killer when you want to smirk. If you're JUST getting into Angry Birds, start with this one.",1
LOVE love love this game.  I am not a gamer at all but I find myself playing this game for hours and hours.,1
this is the best game ever and it free plus it will last you  long time you have to try it its awesome,1
Who doesn't love angry birds? This a great game to pass the time.  My kids love to play all the angry birds games,1
"I love this game. Easy to follow, very addicting. I can learn all sorts of ways to play with these birds and is alot of fun.",1
This is too much fun.  The graphics are great and the skill level is easy to difficult.  One of my favorite games.,1
"Once you start playing, you can't stop.  You have to keep going until you win.  Can also be frustrating at times.",1
"I considered purchasing the paid version of this app but decided to try the free version first,I honestly have had no problems with the adds and really think it's just as good as the paid version!",1
This game is great and perfect for all ages. There are ads that pop up during the game but you can choose to get rid of them. I recommendthis game to anyone.,1
this game has great graphics and is easy to control it is in my opinion the best free game on the app store,1
"A great way to pass time. Very fun,the sounds the birds make when they hit the grown,is so funny. I thought it would be a childish game,but I was wrong,I love playing it.",1
This again is for my grandkids.  They asked me to put it on for them.  They love it.  It's fun.,1
We love all the angry birds games and this is no different. It is so much fun to play and my five-year-old can't get enough of this one.,1
Always liked Angry Birds and I never tire of it. it Now I do t have to squint to at on my. iPod anymore with my Kindle Fire',1
Sometimes I'm sorry that I ever started Angry Birds...just because  I cannot get to the next level...I really love it,1
Angry Birds Free is a great and fun game to play for the kindle fire. It's a really fun game to play.,1
"If you compare this to Ad-Free this would be 9stars I guess. So get the ad free version. Best game ever on phone or handheld device. Challenging and fun for all. Not a gamer, try it anyway. It is too fun. It's FREE.",1
As always Rovio comes through again.Great game.Keeping it up Rovio.One never know what those Bird's are up to.,1
"Never got the rules or any idea how to play it,so just deleted it from my device.  It seemed stupid to me.",0
"I'm afraid my husband may sue the makers for alienation of affection.  Once you start playing Angry Birds it becomes almost impossible to stop.  It is perfect for all ages, easy to learn, almost impossible to master.",1
This is a frustrating game I can't put down because I hate to lose! I find I want to do just one level but wind up doing more because it challenges me so much.,1
I am sure I am not telling anyone things new... Gotta love this game. Even the free version is well worth your time.,1
this game is really great. never get tired of playing it my four year old grandson is a whiz at this game,1
"How can you possible berate what has become a classic cult-like game?  You can't, and getting it free is a bonus.",1
"Lots of fun for all ages.  It is easy enough for my young grandkids, yet my elderly parents love it too.",1
This is another game that will keep a child entertained for hours if you let them.  especially good for waiting rooms .,1
I have been playing this since it came out for the oops touch and now I cant stop playing it,1
"Downloaded on my tablet, comes in handy while waiting on appointments and etc. Also have it on my phone as well.",1
The kids I know are glued to the computer/smart phone/kindle already.. Nothing wrong with having a good time and wasting away some hours learning trajectory and spatial relationships.,1
angry birds is fun any time especially the orginal my favorite though i enjoy the others new ones but i love the orginal,1
I love this game. The sound is great.  I don't get to play it often enough but when I do I enjoy it.,1
great game when it first came out kids love it and i love the stratagy of it and the different kids,1
"My son, husband, and I immediately became hooked on this game. It is a lot of fun to play. You might lose a few hours of your life playing the game because once you play it, I think it's a little hard to stop!It's easy to play--my son is 5 and he is able",1
"Very colorful little game have enjoyed playing it with our grandchildren, they know just what to do and how the game works glad I got it !",1
"This game is so addictive!! The free version does have lots of pop-up ads, but some of them are actually good ads that I am interested in, so they don't bother me, especially because I'm used to it.  Tons of levels and I like the different birds and thei",1
"This game is great for all ages. It is sad but I know older people that are hooked on this game and plays all the time..lol I don't play as much as I used to, but I really do enjoy this game. It is GREAT!!",1
Enjoy all the angry bird games except Tiny Bird.  Keep coming up with new editions so I won't get bored,1
I was addicted to angry birds for a long time now its my kids who are addicted. Buy it for your kids or get the free ones either its fun. And its so very worth it.....you kids will focus so well while playing this game. :-),1
"I admit it, I'm addicted.  This is such a fun app, and free with the Kindle HD!  It works like a charm.",1
"I heard about it, wasn't sure it was for me...and then, it was for me.  Hours of playing and trying to beat the levels was a ton of fun!!",1
Today I got angry birds hd and I thought it would be the same as this angry birds just in hd. But sure was I fooled! I actually got unlimtid mighty eagles (for one 1$) and much better graphics.I found it funner to play in the hd version than the original,1
I could play this all day.  I love the challenge of the game and the different levels.  I would recomend this.,1
"The grandkids have played Angry Birds for quite a while now, so I thought I'd see what the fun was all about when I got my Kindle Fire this year.  I love the challenge!",1
"I play every day, trying to get three stars on all games.  i have done pretty well so far. will keep trying until i get them all.",1
My grandchildren love this game.  It keeps them occupied when they are in the car or with me during some of my boring meetings.,1
"I watched my grand daughter play this and she is so good, I can only hope to be that good.  Fun!",1
This is a really addictive game. My daugher showed me how to play. Its cute and engaging. The plus was that it was free.,1
Our grandson showed his grandfather this game and it was a hit right away.  The frustration was waiting through the &#34;advertisement&#34; and for $.99 he no longer has to wait!!!,1
"Two grandchildren,daughter and son in law all loveAngry Birds.  I do not play the game myself.  Four more words of filler.",1
This is a fun game for all ages.  Different scenes and progressing levels make it challenging also.I can see why it is so popular.,1
my son totally loves this game but i do have restrictions for him on the time since he could play it all day long if he could!,1
"If you played the other Angry Birds( space, star wars, HD,  seasons, seasons HD, seasons free, and Rio) you know you like them.  But here is something, something not the same. The basic one. The first. The one some people remove from their Kindle. Get it",1
"Again, my grand daughter plays this on my Kindle when she is at my house.  She loves playing the games",1
"Hahaha, lookie here. It's Angry Birds! Free but fun this game has it all. Those crazy birds and those mischievous pigs. The golden eggs, the sound FX, and more angry birds. IDK why I'm reviewing this now and not 2 years ago, I guess I'm 2 busy playing th",1
I love this game. My friends introduced me to it and was the first app I downloaded on my kindle fire. 5 stars!,1
"I really like the power ups! Also, this update doesn't seem to have as many ads. Essential to any smartphone or tablet!",1
I am truly surprised to have gotten this much entertainment for free.  the adds were placed in such a manner that they were not at all disruptive.,1
People who play angry birds the original game is 100% free the update gives us reds mightey feathers the rest of surf and turf bad piggies for the free version greatest update ever:),1
"Heard about this and when I got my Kindle for Christmas, I downloaded the free game. Became obsessed with everything &#34;Angry&#34;. - Got Seasons game and working towards the Star Wars version etc.  Like the do-over feature and the various levels and d",1
"My kids love Angry Birds.  It is a fairly simple game and enjoyed by many. It is free, it works well on my Kindle, I have no complaints at all.",1
"I downloaded this game on the Kindle Fire for my granddaughter, age 7.  I tried playing it and not being a game person, I did quite well at it and enjoyed playing.  My granddaughter loves it.",1
fun to play and very addictive! some levels can be rather tough to pass but it can be done .,1
Love playing Angry Birds.  Can spend a lot of time enjoying the game without the cost of having to pay for a game.  Thanks,1
It is funny & fun to play my daughter says. They like knocking down all the characters and buildings in the game.,1
I loaded this for my Great Grandson to play but found out I love the game also. Easy to play and love the challenge.,1
this game is so awesome omg I seriously love all the birds we will destroy all pigs one by one we will have are eggs back!,1
If you tap while it is in the air it has a special power . Your able to zoom in and out.,1
"This is a GREAT free app that can provide hours of entertainment.  The amazing thing is that they keep providing updates that adds more and more levels to the original game.If you do not want to be bothered by the ads, just turn off your wireless connect",1
App works fine and of course fun. All levels work fine except for one which says it coming soon. Plenty to do in the mean time.,1
"I heard about this game when it first came out and then I played it. Another family fav. Its great for when you are waiting on something, instead of just sitting in a daz.",1
it makes me angry n it brings my firends n i together in a small group wen its played so its worth it,1
"So addicting that it can waste out most of your day, its a great game when you have nothing else better to do",1
Good game for kids and adults. Recommend download. Not bad for free.  There are other games also.  Amazon is good freebees.  Thank you,1
I put it on my Kids tablet because he asked. I never played it and now I am hooked. Installed easy.,1
this game is awsome. they are still updating and adding levels consantly and it does it automaticly. if you have a problem with the free version's pop-ups all you have to do is turn the wi-fi mode on your device off and they wont bug you with ads.,1
Fun game!! ! ! ! ! ! ! ! ! ! ! ! !  ! ! ! ! ! !This is nutts!!C,1
It is fun to hurl the little birdies at the pigs but it is far too sedentary and hypnotic. I always regret playing when I could have been doing something else,0
Very easy game and very addicting. If you like throwing angry birds at pigs then this a game you need.,1
I am a big angry bird fan and this game is so cool.Yahoo angry birds!  can you keep putting more updates so it can be better.,1
I really enjoy angry birds games. This is a game that the whole family will enjoy with different levels and and  themes.,1
"I LOVE this game! Really fun! This game was one of the first apps igot. This game is the original angry birds game, but it's still pretty fun. Tons of level options! AMAZED!!",1
"A fun way to pass the time, got this app for my toddler, I let him play it once and all he could say is Angry birds, Angry birds. A fun way to pass some time for both of us.",1
"They loved it, so I got the paid version plus many add on apps as well. Well worth the time, if traveling.",1
great game but lacks instructions or guide to every aspect of game. would like to know what the golden egg gets you when found;,1
"this app is fun for all ages, from my kids to my husband, they all find it fun to play.",1
"You should get tired of this after a few sets.  I played it until the widget to get to the next level started winking out faster than I could get to it.  That's just not fair, and I hate a rigged game.  If that's what you really want, there's always Las ",0
lots of fun and laugh as i play and the sounds are excellent to each game. Just have fun with it,1
Angry Birds is my daughters favorite.  Well one of them and we play together when she comes home from school.,1
"Just like all the Angry Bird games, this is a fun game to keep you busy at times when you have time to kill. You won't get bored, because it is so much fun to play. Highly recommend this to anyone who whats to play a really fun game. Her come the birds!!",1
"I mean, it's Angry Birds.  Everyone's heard of it.  If you have time to kill, download and play, it's easy.",1
This is a lot of fun no matter the age.  The only problem is getting so involved the time just flies by without realizing it.  Make sure you have a lot of free time to enjoy this game.,1
Great game!!!! I love it! My daughter loves the game even more! Very good graphics and challenging sling slot aims and bombing birds.,1
I can't believe how much my kids love this game and how much they fight over it too if you know what I mean.  My wife and I even play this game on a regular basis and Irealy enjoy it!!!,1
"I had this already on my IPhone and I really like it so I knew on a bigger screen would be great, so I was right. Thanks for the free app I like it alot.",1
Granddaughters love the game also have it on my phone great entertainment.  A good fun family games and is always entertaining for the children. May try the others someday.,1
"When I finally gave in and downloaded this game, I was really surprised at how much fun it was. I am 53 yrs. old and I find myself playing it all the time. It is not just for kids! The graphics are great, each level is a challenge and gets harder and har",1
fun,1
My grandkids wanted it and they play it any time they come over. They seem to never tire of it.,1
This is a great free download. I would recommend it to everyone. My 4 year old nephew showed me how to play it and got me hooked.,1
There are days I want to punch someones lights out.  But since that is a bad idea and costly (court) this is much safer and fun!,1
"It's really great.  Lots of fun.  The graphics are really awesome on the Kindle HD.  Try it, you'll like it.",1
Love this game!!  Very addictive!! The graphics are great. Can this came be done in three D ??? That would be great!,1
IT's a free game! And Angry Birds is fun for my grandson. Anyone who loves Angry Birds will enjoy this game.,1
I had heard and heard and heard of angry birds so when I got my tablet I just had to go to try it out,1
Downloaded This game for my four year old great-grandchild.  He also plays it on my cell phone. No more needs to be said,1
Love it. The grandkids really enoy this game. x x x x x x x x x x x x,1
"Angry Birds is another way to challenge my mind even though my five year old grandson can beat me! NO need to recommend this to anyone, everyone is playing it already!",1
Its Angry Birds..... who doesn't like angry birds. Kid Friendly for my kids ranging from 4 to 8 they love it.,1
Angry Birds is a favorite past time at home or on the go. My wife and Iplay a lot while relaxing or waiting for our favorite TV programs.,1
I love that there are frequent updates.  The fun never ends.  Always another level.  You don't even realize that you are actually learning.  Ooops!  Don't tell the kids!,1
"Love to play game, lots of fun and pass the time quickly, when at a appointment! Thank You Angry Birds!",1
I really like Angry Birds it is a fun game to play it can be frustrating but still like it.,1
Am older and never played any games before but got my new kindle fire at Christmas and decided to try this free app.  I am so enjoying it.  This game is challanging and frustrating at times.  Glad that instuction comes on before a new bird is introduced.,1
"I love playing Angry Birds because of different birds and levels, the game is very addictive, it is fun, and it teaches physics in a fun way!  You do not have to be good in math and/or science to play this game!",1
"This game is really fun to play. My dad loves to play this game on my kindle. He finished the game on his phone, so he is doing it on my kindle now.",1
My youngest grandson of 4 yrs. loves this game and he plays it whenever he is here. He down loads other free games as well.,1
I love the challengers set up in the different series as you progress to higher level games in each set. I was over 60 yrs. old when I first learned to play this game. I'm now over 70 yrs. old & still getting a big kick when I play these games. I am alwa,1
This game is loads of fun and very frustrating at the same time if you are trying to get all 3 stars on each level. I have finally completed every level with 3 stars and completed all 22 golden egg levels. I have version 1.5.3. I installed the updated ve,1
I believe this game got me started on an angry birds addiction.  The games are challenging and fun with loads of different backgrounds to keep it interesting.,1
Just as fun and challenging as the rest of the Angry Birds adventures. Our grand kids thoroughly enjoy it.Thanks for the freebie!,1
Great game.. will recommend to others.Angry Birds Angry Birds Angry Birds Angry Birds Angry Birds Angry Birds Angry Birds Angry Birds Angry BirdsYesss!,1
My daughter loves to play this game and has downloaded lots of games on my kindle fire she loves all the angry birds games and loves to play them,1
"Longtime Angry Birds player, Angry Birds runs great on my new Kindle, which I found to my great relief. Yay!",1
A VERY SATISFYING PAST TIME BEFORE GOING TO BED. MY HUSBAND ENJOYS THIS GAME EACH DAY WHEN HE IS STRESSED.,1
This game is addictive fun! Both I and my husband really enjoy playing it -- I hate the pigs (just kidding)...the whole game is fun and challenging.,1
"I have found that this is a fun game to play when I have to wait for an appointment or even just to relax.  Also, my 2 year old god daughter loves when I let her play this game, so it really is nice for any age group!",1
I love this game. it is so addicting and easy too play.just use your finger and drag it on the screen to move the characters. It is also a very addicting game to play.,1
"Great game, and we put it on our sons kindle fire, and I am not sure who likes it more.... Dad or son.",1
"I purchased this book for my 5 year old grand daughter.  She really enjoyed reading this book and it has become one of her favorite books.  In fact, my 4 year old grand son is now reading this book.  I wish to thank the author for writting such an exciti",1
i had heard all the hype and was excited to find out what the big deal was.  Great way to waste some time when you're waiting on your husband at the hardware store.,1
keeps you wanting to keep playingdefinitely something that will pass the timewhile waiting at appointments for the doctor,1
Every kid I know plays Angry Birds and most grab my Kindle when they see me to play the games on it. This one is a very popular and fun game for all ages.even my husband plays it. lol.,1
Angry birds is a lot of fun. I play it a lot and so does my 7 year old son. Sometimes I get Angry. Now I know why they call it Angry birds. Its very challenging too. I cant stop playing it sometimes.,1
Very addictive game. Great way to pass the time.can't seem to put it down most of the time I play it.,1
"Angry Birds FreeMy all time favorite game, there are many levels to play and I am totally addicted. I quit playing all my other games... for now!Too much fun!!",1
Got this app for my little cousin. It keeps him busy and he loves angry birds all versions of the game.,1
My husband laughs and says it is a game for kids but I really do enjoy playing and seeing if I can get all of the pigs,1
"Crazy fun game, addictive and play it over and over.  No housework being done for me!!!Besides who needs to clean house every day!!! LOL",1
It's Angry Birds.  I had heard so much about Angry Birds I was happy when I got my Kindle I could finally find out what the hype was about.  It's addictive & fun.  Now I understand it's popularity - besides I like hearing the birds noises :),1
"It takes some skill to play this.  It is addictive and fun for the entire family.  Many, many levels for all to enjoy.",1
This a great pass time when waiting at the doctors office to be seen. Easy to use and understand as well.,1
everyone needs to have this app! whenever I show anyone my kindle fire hd I show them this game first. it is a must have even if you're not a gamer.,1
this game never gets old. its fun easy and the kids love it. must have for all kindle owners. takes on a whole new feeling on a bigger screen,1
"I play this on facebook & wasn't expecting it to be so good on my Kindle Fire HD but it's even better .... the graphics are amazing !!! Definitely worth downloading, thoroughly recommend it.",1
"It is easy to install.  Easy to understand.  I'm not a ""gamer"" but this is a great way to unwind!",1
"It's angry birds... might make you angry when you can't get your three stars on each level sometimes, but it's angry birds :)",1
angry birds is so much fun and all the other ones are awesome.Rovio Entertainment Ltd. should keep making angry birds.  it is so addicting.  :),1
I can't belive I love this crazy game. I can't get enough. The different levls keep you wanting and wanting more.,1
This app no matter what they decide to call it will always be AWESOME** if you like the original angry bird games then all the others that came after should be on your game list too including the piggies game too,1
My grandson really enjoyed playing this game. He figured out right away how to play. He's only five and of course I was VERY impressed. I started playing a few days later and it really is fun. Have to watch the desire to play when I should be doing somet,1
